,Movie ID,Budget,Revenue,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Release Date,Run Time
660,13885,50000000,152000000,Drama,Horror,N/A,N/A,N/A,2007-12-20,116
661,17097,825000,0,Comedy,Romance,Drama,N/A,N/A,2007-09-26,78
662,15403,0,0,Animation,Science Fiction,Family,N/A,N/A,2007-08-10,71
663,12435,20000000,47817020,Comedy,Drama,Romance,N/A,N/A,2007-08-24,106
664,2698,175000000,174440724,Fantasy,Comedy,Family,N/A,N/A,2007-06-09,96
665,15212,3800000,0,Horror,Science Fiction,Thriller,N/A,N/A,2007-10-02,98
666,8271,20000000,117760134,Thriller,Drama,Mystery,N/A,N/A,2007-04-12,105
667,24696,0,0,Animation,Family,Comedy,N/A,N/A,2007-10-02,46
668,9038,60000000,127766650,Comedy,Romance,N/A,N/A,N/A,2007-10-05,116
669,4347,30000000,131016624,Drama,Romance,N/A,N/A,N/A,2007-09-07,123
670,1931,13000000,75511123,Drama,Music,N/A,N/A,N/A,2007-05-16,114
671,7350,45000000,175372502,Drama,Comedy,N/A,N/A,N/A,2007-12-15,97
672,14123,20000000,26000000,Comedy,Music,Family,N/A,N/A,2007-08-03,102
673,5176,55000000,70016220,Western,N/A,N/A,N/A,N/A,2007-09-06,122
674,25278,0,7090891,Action,Adventure,Comedy,Drama,Animation,2007-03-03,90
675,7249,0,0,Animation,Comedy,Science Fiction,TV Movie,N/A,2007-11-27,88
676,13949,0,0,Romance,Drama,TV Movie,N/A,N/A,2007-04-01,93
677,13680,22000000,147880543,Comedy,Family,N/A,N/A,N/A,2007-09-28,110
678,17101,0,0,Action,Adventure,Animation,N/A,N/A,2007-12-22,95
679,3594,30000000,77566815,Thriller,Drama,Mystery,N/A,N/A,2007-02-23,101
680,1858,150000000,709709780,Adventure,Science Fiction,Action,N/A,N/A,2007-06-27,143
681,13363,200000,0,Science Fiction,Drama,N/A,N/A,N/A,2007-06-10,87
682,14424,5,1,Comedy,Romance,Drama,N/A,N/A,2007-06-15,100
683,11835,20000000,16974459,Action,Crime,Drama,Thriller,N/A,2007-08-31,105
684,7508,2600000,28430000,Drama,N/A,N/A,N/A,N/A,2007-12-21,165
685,4141,39000000,26820641,Action,Thriller,Comedy,Crime,N/A,2007-07-26,86
686,14636,0,8642858,Action,Thriller,N/A,N/A,N/A,2007-04-27,113
687,35854,8000000,6177725,Action,N/A,N/A,N/A,N/A,2007-07-26,88
688,17038,0,0,Horror,Science Fiction,N/A,N/A,N/A,2007-04-28,88
689,8645,60000000,163403799,Thriller,Science Fiction,N/A,N/A,N/A,2008-06-11,91
690,155,185000000,1004558444,Drama,Action,Crime,Thriller,N/A,2008-07-14,152
691,1726,140000000,585174222,Action,Science Fiction,Adventure,N/A,N/A,2008-04-30,126
692,8966,37000000,393616788,Fantasy,Drama,Romance,N/A,N/A,2008-11-20,122
693,18198,0,0,Animation,Fantasy,Family,N/A,N/A,2008-02-26,75
694,13004,0,0,Animation,Family,N/A,N/A,N/A,2008-09-03,78
695,9502,130000000,631744560,Action,Adventure,Animation,Family,Comedy,2008-06-04,90
696,8681,25000000,226830568,Action,Thriller,N/A,N/A,N/A,2008-02-18,94
697,217,185000000,786636033,Adventure,Action,N/A,N/A,N/A,2008-05-21,122
698,10681,180000000,521311860,Animation,Family,Science Fiction,N/A,N/A,2008-06-22,98
699,12429,41677699,202404009,Animation,Fantasy,Family,N/A,N/A,2008-07-19,100
700,2454,225000000,419665568,Adventure,Family,Fantasy,N/A,N/A,2008-05-15,150
701,7555,50000000,113244290,Action,Thriller,N/A,N/A,N/A,2008-01-24,92
702,1724,150000000,163712074,Science Fiction,Action,Adventure,N/A,N/A,2008-06-12,114
703,10661,90000000,204313400,Comedy,Action,N/A,N/A,N/A,2008-06-05,113
704,4564,65000000,415252786,Comedy,Drama,Romance,N/A,N/A,2008-05-12,145
705,10527,150000000,603900354,Family,Adventure,Animation,Comedy,N/A,2008-10-30,89
706,14574,12500000,20416563,War,Drama,History,N/A,N/A,2008-05-07,94
707,13851,3500000,0,Science Fiction,Animation,Action,Crime,Thriller,2008-07-08,75
708,13053,150000000,309979994,Animation,Family,Adventure,Comedy,N/A,2008-11-21,98
709,4922,150000000,335802786,Drama,Fantasy,Romance,N/A,N/A,2008-12-25,166
710,17581,0,10600000,Fantasy,Animation,Action,N/A,N/A,2008-08-02,90
711,13648,0,0,Animation,Horror,Action,Science Fiction,N/A,2008-02-13,97
712,8960,150000000,629443428,Fantasy,Action,N/A,N/A,N/A,2008-07-01,92
713,12085,0,0,Action,Comedy,Crime,N/A,N/A,2008-01-17,104
714,13179,48000000,0,Animation,Family,Adventure,Fantasy,N/A,2008-09-11,78
715,10483,45000000,76014335,Action,Thriller,Science Fiction,N/A,N/A,2008-08-22,105
716,1735,145000000,403449830,Adventure,Action,Fantasy,N/A,N/A,2008-07-01,112
717,19173,0,0,Drama,Romance,N/A,N/A,N/A,2008-10-17,102
718,10358,24000000,42105111,Comedy,N/A,N/A,N/A,N/A,2008-09-18,102
719,13459,0,4496912,Animation,Family,N/A,N/A,N/A,2008-11-03,76
720,8456,20000000,41627431,Drama,Action,N/A,N/A,N/A,2008-03-04,115
721,9539,6500000,1100000,Horror,Drama,Thriller,N/A,N/A,2008-09-03,99
722,11917,10800000,113864059,Horror,Thriller,Crime,N/A,N/A,2008-10-23,92
723,7191,25000000,170764026,Action,Thriller,Science Fiction,N/A,N/A,2008-01-15,85
724,8909,75000000,342463063,Action,Thriller,Crime,N/A,N/A,2008-06-19,110
725,8328,23000000,150816700,Music,Drama,Romance,N/A,N/A,2008-02-14,98
726,8204,90000000,164170327,Family,Adventure,Fantasy,N/A,N/A,2008-02-14,95
727,14405,20000000,149281606,Comedy,Family,Adventure,Romance,N/A,2008-10-03,91
728,11631,52000000,609841637,Comedy,Romance,N/A,N/A,N/A,2008-07-03,108
729,13387,30000000,108979549,Action,Adventure,Thriller,Crime,N/A,2008-11-26,104
730,14438,500000,33456317,Drama,N/A,N/A,N/A,N/A,2008-09-26,122
731,1729,55000000,127906624,Action,Adventure,Fantasy,N/A,N/A,2008-04-18,104
732,16353,8500000,8936663,Adventure,Action,Thriller,N/A,N/A,2008-12-04,98
733,13688,0,47301471,Comedy,Drama,Family,Fantasy,Science Fiction,2008-01-30,86
734,12222,85000000,298572799,Animation,Comedy,Family,Adventure,Fantasy,2008-03-03,86
735,88751,45000000,101702060,Action,Science Fiction,Adventure,Comedy,Family,2008-07-10,93
736,15157,5000000,0,Comedy,Music,N/A,N/A,N/A,2008-09-16,90
737,7278,30000000,85897593,Comedy,N/A,N/A,N/A,N/A,2008-01-24,84
738,13971,20000000,21972336,Comedy,Drama,Romance,N/A,N/A,2008-08-15,98
739,7446,92000000,195702811,Action,Comedy,Adventure,War,N/A,2008-08-09,107
740,10764,200000000,589580482,Adventure,Action,Thriller,Crime,N/A,2008-10-29,106
741,2395,97250400,132900000,Fantasy,Adventure,Comedy,Family,N/A,2008-01-30,116
742,12405,15000000,378410542,Drama,Romance,N/A,N/A,N/A,2008-11-12,120
743,10529,50000000,7033683,Science Fiction,Action,N/A,N/A,N/A,2008-04-24,115
744,2253,75000000,200276000,Drama,Thriller,War,N/A,N/A,2008-12-25,121
745,8247,85000000,222231186,Action,Adventure,Science Fiction,N/A,N/A,2008-02-13,88
746,13078,0,44852,Drama,N/A,N/A,N/A,N/A,2008-05-09,88
747,14863,0,0,Horror,Fantasy,Action,Adventure,N/A,2008-07-26,91
748,14248,25000000,30700000,Animation,Comedy,Family,Fantasy,Horror,2008-09-19,87
749,44731,0,8654110,Action,Animation,Adventure,Comedy,N/A,2008-03-01,95
750,11253,85000000,160388063,Fantasy,Horror,Adventure,Action,N/A,2008-07-11,120
751,12133,65000000,128107642,Comedy,N/A,N/A,N/A,N/A,2008-07-25,98
752,7459,120000000,93945766,Family,Action,Adventure,Comedy,N/A,2008-05-07,135
753,16000,0,0,Action,Family,Science Fiction,N/A,N/A,2008-02-11,67
754,8676,70000000,111231041,Adventure,Romance,Comedy,N/A,N/A,2008-02-07,112
755,8055,32000000,108902486,Drama,Romance,N/A,N/A,N/A,2008-12-10,124
756,8065,35000000,159808370,Drama,Crime,N/A,N/A,N/A,2008-03-27,123
757,13510,12850990,3984669,Horror,Thriller,N/A,N/A,N/A,2008-09-12,91
758,10201,70000000,223241637,Comedy,Romance,N/A,N/A,N/A,2008-12-09,104
759,2309,60000000,62803180,Adventure,Family,Fantasy,N/A,N/A,2008-12-11,106
760,13523,19000000,18755936,Comedy,Adventure,Romance,N/A,N/A,2008-10-16,109
761,39207,0,0,Animation,Action,Crime,Mystery,N/A,2008-04-19,115
762,10202,80000000,212874864,Fantasy,Comedy,Family,Romance,N/A,2008-12-24,99
763,12162,15000000,49230772,Drama,Thriller,War,N/A,N/A,2008-10-10,131
764,11918,35000000,25871834,Comedy,Action,Science Fiction,N/A,N/A,2008-03-28,85
765,11665,80000000,230685453,Action,Comedy,Thriller,N/A,N/A,2008-06-19,110
766,12184,35000000,78269970,Drama,Romance,History,N/A,N/A,2008-02-28,115
767,17165,0,6032296,Action,Animation,Fantasy,Drama,N/A,2008-12-13,94
768,12620,25000000,70442940,Romance,Comedy,N/A,N/A,N/A,2008-08-22,97
769,7840,105000000,269784201,Adventure,Action,Drama,Fantasy,N/A,2008-02-22,109
770,8848,20000000,64828421,Thriller,Crime,Drama,N/A,N/A,2008-02-28,112
771,10665,9000000,82391145,Horror,Mystery,Thriller,N/A,N/A,2008-05-29,86
772,4148,35000000,75981180,Drama,Romance,N/A,N/A,N/A,2008-12-19,119
773,13027,80000000,178800000,Mystery,Thriller,Action,N/A,N/A,2008-09-25,118
774,11321,55000000,168167691,Drama,N/A,N/A,N/A,N/A,2008-12-18,123
775,13223,33000000,269958228,Drama,N/A,N/A,N/A,N/A,2008-12-09,116
776,10185,15000000,3533227,Horror,Mystery,Fantasy,N/A,N/A,2008-08-07,98
777,10200,80000000,233093859,Drama,Science Fiction,Thriller,N/A,N/A,2008-12-10,104
778,13335,12000000,43493123,Comedy,Adventure,N/A,N/A,N/A,2008-04-25,101
779,11887,11000000,252909177,Comedy,Romance,Drama,Family,Music,2008-10-11,117
780,14011,3500000,5231128,Action,Adventure,Animation,Science Fiction,Family,2008-02-26,75
781,14306,60000000,255743093,Comedy,Family,N/A,N/A,N/A,2008-12-25,115
782,9870,30000000,105173115,Comedy,Romance,Drama,N/A,N/A,2008-04-17,111
783,9029,35000000,219375562,Comedy,Romance,N/A,N/A,N/A,2008-05-07,99
784,3580,55000000,113398237,Crime,Drama,Mystery,N/A,N/A,2008-10-24,141
785,14613,0,3800000,Animation,Family,Action,Adventure,Science Fiction,2008-09-02,78
786,15854,0,0,Animation,Family,Action,N/A,N/A,2008-11-08,25
787,13600,55000000,17869048,Adventure,Family,Fantasy,N/A,N/A,2008-10-07,90
788,8457,40000000,32853640,Comedy,N/A,N/A,N/A,N/A,2008-02-04,102
789,13056,20500000,10089373,Action,Crime,N/A,N/A,N/A,2008-12-05,102
790,5038,15000000,96408652,Drama,Romance,N/A,N/A,N/A,2008-08-15,96
791,6972,130000000,211787511,Adventure,Drama,Romance,N/A,N/A,2008-11-18,165
792,13486,0,0,Action,Adventure,Fantasy,Science Fiction,N/A,2008-07-19,109
793,8390,0,55447968,Comedy,Romance,N/A,N/A,N/A,2008-02-08,112
794,12113,70000000,113280098,Action,Drama,Thriller,N/A,N/A,2008-10-09,128
795,10885,0,0,Horror,Mystery,Thriller,N/A,N/A,2008-03-21,85
796,63193,0,0,Drama,TV Movie,N/A,N/A,N/A,2008-12-07,95
797,11260,60000000,50650079,Comedy,Science Fiction,Adventure,Family,N/A,2008-07-08,90
798,22620,0,0,Mystery,Comedy,Fantasy,N/A,N/A,2009-09-12,82
799,767,250000000,933959197,Adventure,Fantasy,N/A,N/A,N/A,2009-07-07,153
800,19995,237000000,2923706026,Action,Adventure,Fantasy,Science Fiction,N/A,2009-12-15,162
801,14836,60000000,124600000,Animation,Family,Fantasy,N/A,N/A,2009-02-05,100
802,22881,29000000,309208309,Drama,N/A,N/A,N/A,N/A,2009-11-20,129
803,14160,175000000,735099082,Animation,Comedy,Family,Adventure,N/A,2009-05-28,96
804,10198,105000000,270997378,Romance,Family,Animation,N/A,N/A,2009-12-08,98
805,16418,0,0,Animation,Family,N/A,N/A,N/A,2009-02-24,75
806,23823,3000000,0,Horror,Thriller,N/A,N/A,N/A,2009-10-20,91
807,18785,35000000,469310836,Comedy,N/A,N/A,N/A,N/A,2009-06-02,100
808,22803,53000000,127944208,Drama,Crime,Thriller,N/A,N/A,2009-10-15,109
809,8355,90000000,886686817,Animation,Comedy,Family,Adventure,N/A,2009-06-26,94
810,14161,200000000,791217826,Action,Adventure,Science Fiction,N/A,N/A,2009-10-10,158
811,16869,70000000,321457747,Drama,Thriller,War,N/A,N/A,2009-08-19,153
812,33997,0,14682943,Drama,N/A,N/A,N/A,N/A,2009-09-24,120
813,22832,40000000,61601280,Action,Adventure,Thriller,N/A,N/A,2009-09-29,99
814,18240,40000000,317375031,Comedy,Romance,Drama,N/A,N/A,2009-06-01,108
815,13811,50000000,155446362,Action,Mystery,Science Fiction,Thriller,N/A,2009-03-19,121
816,13448,150000000,485930816,Thriller,Mystery,N/A,N/A,N/A,2009-05-13,138
817,14869,175000000,302469017,Adventure,Action,Thriller,Science Fiction,N/A,2009-08-03,118
818,23566,0,0,Animation,Family,N/A,N/A,N/A,2009-09-15,81
819,18239,50000000,709827462,Adventure,Fantasy,Drama,Romance,N/A,2009-11-18,131
820,34480,6000200,7048886,Adventure,Horror,Thriller,N/A,N/A,2009-10-14,94
821,15512,175000000,381509870,Animation,Family,Adventure,Science Fiction,N/A,2009-03-19,94
822,534,200000000,371353001,Action,Science Fiction,Thriller,N/A,N/A,2009-05-20,115
823,7445,26000000,43318349,Drama,Thriller,War,N/A,N/A,2009-12-02,105
824,19913,7500000,60781545,Comedy,Drama,Romance,N/A,N/A,2009-07-17,95
825,26123,8000000,5021219,Comedy,N/A,N/A,N/A,N/A,2009-12-22,93
826,28178,16000000,46749646,Drama,Family,N/A,N/A,N/A,2009-06-08,93
827,13183,130000000,185258983,Action,Mystery,Science Fiction,N/A,N/A,2009-03-04,163
828,15092,20000000,34560577,Action,Thriller,Crime,N/A,N/A,2009-04-16,96
829,13475,150000000,385680446,Science Fiction,Action,Adventure,N/A,N/A,2009-05-06,127
830,25475,0,0,Animation,Family,Adventure,Fantasy,N/A,2009-09-03,81
831,23398,75000000,443140005,Comedy,Family,Animation,Fantasy,Music,2009-12-21,88
832,22794,100000000,242988466,Animation,Comedy,Family,N/A,N/A,2009-09-17,90
833,17654,30000000,210819611,Science Fiction,N/A,N/A,N/A,N/A,2009-08-05,112
834,10315,40000000,46471023,Adventure,Animation,Comedy,Family,N/A,2009-10-23,87
835,11322,100000000,214104620,Action,Crime,N/A,N/A,N/A,2009-07-01,140
836,36728,0,8084148,Action,Adventure,Comedy,Drama,Fantasy,2009-08-01,95
837,19912,40000000,186167139,Horror,Mystery,N/A,N/A,N/A,2009-08-26,82
838,13207,19000000,91509154,Horror,N/A,N/A,N/A,N/A,2009-02-11,97
839,25769,0,5802422,Action,Drama,Horror,Science Fiction,Thriller,2009-09-04,84
840,18360,150000000,413106170,Adventure,Fantasy,Action,Comedy,Family,2009-05-20,105
841,16871,30000000,90810892,Horror,Thriller,N/A,N/A,N/A,2009-03-15,99
842,22804,11000000,68234154,Horror,Mystery,N/A,N/A,N/A,2009-10-16,87
843,21208,20000000,77912251,Horror,Thriller,Mystery,N/A,N/A,2009-07-24,122
844,27646,10000000,0,Horror,Action,Comedy,N/A,N/A,2009-08-30,93
845,7980,65000000,93621340,Fantasy,Drama,N/A,N/A,N/A,2009-12-26,136
846,36419,4500000,3606395,Drama,Horror,Mystery,Thriller,N/A,2009-11-07,104
847,10528,90000000,524028679,Action,Adventure,Crime,Mystery,N/A,2009-12-23,129
848,22164,3700000,0,Action,Drama,Thriller,N/A,N/A,2009-02-07,93
849,12244,30000000,48428063,Action,Adventure,Animation,Science Fiction,Thriller,2009-08-19,79
850,19908,23600000,102391540,Comedy,Horror,N/A,N/A,N/A,2009-10-07,88
851,37169,2011799,252207,Horror,N/A,N/A,N/A,N/A,2009-10-31,92
852,19994,16000000,31556061,Horror,Comedy,N/A,N/A,N/A,2009-09-18,107
853,16996,20000000,136316880,Comedy,N/A,N/A,N/A,N/A,2009-03-11,102
854,22683,0,0,Drama,N/A,N/A,N/A,N/A,2009-02-07,86
855,12437,35000000,92158961,Fantasy,Action,Thriller,N/A,N/A,2009-01-22,92
856,28355,27000000,29000000,Horror,Mystery,Thriller,N/A,N/A,2009-08-13,109
857,24418,40000000,28169671,Adventure,Fantasy,Action,Thriller,N/A,2009-10-23,109
858,176241,0,0,Action,Drama,Thriller,N/A,N/A,2009-05-24,89
859,28510,14000000,875386,Adventure,Action,Science Fiction,Thriller,N/A,2009-10-01,97
860,14164,30000000,58228460,Action,Adventure,Fantasy,Science Fiction,Thriller,2009-03-12,85
861,16523,100000000,100140916,Family,Fantasy,Drama,Adventure,N/A,2009-10-16,101
862,19899,70000000,171844840,Comedy,Romance,N/A,N/A,N/A,2009-09-19,113
863,20453,9000000,70000000,Drama,Comedy,N/A,N/A,N/A,2009-12-23,170
864,19959,80000000,122444772,Science Fiction,Action,Thriller,N/A,N/A,2009-09-24,89
865,20943,38000000,321682600,Comedy,Romance,N/A,N/A,N/A,2009-07-24,96
866,10184,40000000,178866158,Comedy,Romance,Drama,N/A,N/A,2009-02-06,129
867,8373,200000000,836303693,Science Fiction,Action,Adventure,N/A,N/A,2009-06-19,149
868,17610,60000000,62357900,Comedy,Adventure,N/A,N/A,N/A,2009-06-18,97
869,17979,200000000,325286646,Animation,Family,Drama,Fantasy,N/A,2009-11-04,94
870,39057,0,50673078,Family,Animation,Adventure,Fantasy,N/A,2009-07-18,94
871,10521,30000000,115375850,Comedy,Romance,N/A,N/A,N/A,2009-01-09,89
872,16577,10000000,19551067,Animation,Action,Family,Science Fiction,N/A,2009-10-15,94
873,20048,40000000,108332743,Comedy,Romance,N/A,N/A,N/A,2009-02-05,104
874,22855,0,0,Science Fiction,Animation,Action,Adventure,Family,2009-09-29,67
875,33273,5700000,19300483,Action,Thriller,Drama,N/A,N/A,2009-11-06,110
876,22824,10000000,47709193,Mystery,Science Fiction,Thriller,N/A,N/A,2009-11-06,98
877,17609,11000000,791867,Drama,Horror,Thriller,N/A,N/A,2009-05-20,108
878,19918,0,12035862,Comedy,Romance,N/A,N/A,N/A,2009-01-16,97
879,19585,150000000,292817841,Animation,Family,Fantasy,Action,Adventure,2009-07-24,88
880,15472,13000000,109421911,Drama,Thriller,Crime,Mystery,N/A,2009-02-27,152
881,22843,0,41162041,Animation,Science Fiction,Action,Drama,N/A,2009-06-26,112
882,26505,87000000,0,Adventure,Fantasy,Animation,Family,N/A,2009-11-26,93
883,18126,35000000,155545279,Comedy,Drama,Family,Music,Romance,2009-04-10,102
884,14912,0,0,Comedy,N/A,N/A,N/A,N/A,2009-01-20,86
885,22949,35000000,96753696,Comedy,Family,N/A,N/A,N/A,2009-11-24,88
886,28874,0,18434328,Animation,Science Fiction,N/A,N/A,N/A,2009-08-01,114
887,13788,16000000,76514050,Horror,Thriller,Mystery,N/A,N/A,2009-01-09,87
888,33613,4000000,43498108,Action,Thriller,Crime,Mystery,N/A,2009-11-27,147
889,37707,26000000,0,Horror,Science Fiction,Thriller,N/A,N/A,2009-10-06,104
890,26466,12000000,1594955,Horror,N/A,N/A,N/A,N/A,2009-10-16,99
891,24480,0,0,Animation,Family,Comedy,N/A,N/A,2009-05-28,5
892,38780,0,0,Action,Crime,Thriller,N/A,N/A,2009-09-27,85
893,19543,0,0,Horror,Fantasy,Action,Adventure,N/A,2009-02-27,89
894,11699,25000000,10589102,Drama,Crime,N/A,N/A,N/A,2009-09-11,122
895,18501,50000000,40828540,Action,Thriller,Science Fiction,N/A,N/A,2009-09-03,95
896,19840,18000000,15345201,Comedy,Romance,N/A,N/A,N/A,2009-07-10,102
897,31011,47000000,2331721,Science Fiction,Drama,Romance,Fantasy,N/A,2009-11-06,141
898,17134,22000000,17280326,Action,Thriller,Crime,N/A,N/A,2009-03-19,108
899,1977,5000000,38610009,Mystery,Horror,Thriller,N/A,N/A,2009-05-12,90
900,28764,0,0,Animation,Crime,Mystery,Thriller,N/A,2009-04-18,111
901,16995,60000000,87812371,Thriller,N/A,N/A,N/A,N/A,2009-04-17,127
902,17335,20000000,73830340,Drama,Thriller,N/A,N/A,N/A,2009-02-26,108
903,34647,13000000,754249,Fantasy,Drama,N/A,N/A,N/A,2009-06-17,161
904,12444,250000000,954305868,Adventure,Fantasy,N/A,N/A,N/A,2010-10-06,146
905,49018,1500000,99870886,Horror,Thriller,N/A,N/A,N/A,2010-09-13,103
906,27205,160000000,825532764,Action,Science Fiction,Adventure,N/A,N/A,2010-07-15,148
907,38757,260000000,592461732,Animation,Family,N/A,N/A,N/A,2010-11-24,100
908,10138,200000000,623933331,Adventure,Action,Science Fiction,N/A,N/A,2010-04-28,124
909,10193,200000000,1066969703,Animation,Family,Comedy,N/A,N/A,2010-06-16,103
910,10192,165000000,752600867,Comedy,Adventure,Fantasy,Animation,Family,2010-05-16,93
911,38234,3000000,0,Action,Thriller,N/A,N/A,N/A,2010-05-22,96
912,24021,68000000,698491347,Adventure,Fantasy,Drama,Romance,N/A,2010-06-23,124
913,38365,80000000,271430189,Comedy,N/A,N/A,N/A,N/A,2010-06-24,102
914,61979,0,0,Romance,Drama,N/A,N/A,N/A,2010-12-03,122
915,32657,95000000,226497209,Adventure,Fantasy,Family,N/A,N/A,2010-02-01,118
916,34134,0,16441438,Animation,Family,Fantasy,N/A,N/A,2010-01-25,75
917,12155,200000000,1025467110,Family,Fantasy,Adventure,N/A,N/A,2010-03-03,108
918,20352,69000000,533679475,Family,Animation,Comedy,Crime,N/A,2010-07-08,95
919,11324,80000000,294800000,Drama,Thriller,Mystery,N/A,N/A,2010-02-14,138
920,44874,0,0,Family,Animation,N/A,N/A,N/A,2010-09-14,79
921,10191,165000000,494879471,Fantasy,Adventure,Animation,Family,N/A,2010-03-18,98
922,27578,80000000,274470394,Thriller,Adventure,Action,N/A,N/A,2010-08-03,103
923,34851,40000000,127233108,Science Fiction,Action,Thriller,N/A,N/A,2010-07-03,107
924,38575,40000000,359126022,Action,Adventure,Drama,Family,N/A,2010-06-10,140
925,48650,0,844281,Drama,Romance,N/A,N/A,N/A,2010-05-07,109
926,43947,2000000,572809,Thriller,Crime,Horror,N/A,N/A,2010-06-17,108
927,10140,155000000,415686217,Adventure,Family,Fantasy,N/A,N/A,2010-12-02,113
928,10196,150000000,319713881,Action,Adventure,Fantasy,N/A,N/A,2010-06-30,103
929,22894,26000000,67918658,Horror,Action,Fantasy,N/A,N/A,2010-01-21,100
930,38055,130000000,321885765,Animation,Action,Comedy,Family,Science Fiction,2010-10-28,96
931,18823,125000000,493214993,Adventure,Fantasy,Action,N/A,N/A,2010-03-31,106
932,23483,28000000,96188903,Action,Crime,N/A,N/A,N/A,2010-03-22,117
933,20526,170000000,400062763,Adventure,Action,Science Fiction,N/A,N/A,2010-12-14,125
934,51608,1255000,43059790,Action,Thriller,Crime,N/A,N/A,2010-08-04,119
935,37799,40000000,224920315,Drama,N/A,N/A,N/A,N/A,2010-10-01,121
936,9543,200000000,336365676,Adventure,Fantasy,Action,N/A,N/A,2010-05-19,116
937,43347,30000000,102820008,Drama,Comedy,Romance,N/A,N/A,2010-11-22,112
938,35019,35000000,93251121,Comedy,Fantasy,Family,N/A,N/A,2010-03-26,109
939,23168,37000000,154026136,Crime,Drama,Thriller,N/A,N/A,2010-09-15,125
940,34544,110000000,177238796,Thriller,Action,Adventure,Comedy,Crime,2010-06-09,117
941,43593,24000000,83188165,Comedy,Horror,N/A,N/A,N/A,2010-08-20,88
942,44683,0,0,Animation,Adventure,Family,Fantasy,N/A,2010-07-29,76
943,44918,0,0,Action,Adventure,Thriller,N/A,N/A,2010-08-07,90
944,27022,150000000,215283742,Fantasy,Adventure,Action,N/A,N/A,2010-07-13,109
945,51620,7000000,0,Action,Thriller,Science Fiction,N/A,N/A,2010-11-12,100
946,41439,20000000,136151680,Horror,Crime,N/A,N/A,N/A,2010-10-21,90
947,34813,25000000,23580000,Action,Adventure,Crime,Mystery,Thriller,2010-04-23,97
948,37834,117000000,261989769,Action,Comedy,N/A,N/A,N/A,2010-06-15,109
949,44214,13000000,329398046,Drama,Thriller,Horror,N/A,N/A,2010-12-03,108
950,50723,0,8500000,Adventure,Action,Animation,N/A,N/A,2010-07-31,85
951,34016,20000000,49779728,Romance,Comedy,N/A,N/A,N/A,2010-03-11,104
952,47533,0,0,Mystery,Fantasy,Comedy,Adventure,N/A,2010-10-15,80
953,41233,30000000,159291809,Drama,Romance,N/A,N/A,N/A,2010-08-04,107
954,33217,15000000,76196538,Comedy,Family,N/A,N/A,N/A,2010-03-19,92
955,27576,110000000,293329073,Action,Mystery,Thriller,N/A,N/A,2010-07-21,100
956,20662,200000000,321669741,Action,Adventure,Drama,N/A,N/A,2010-05-12,140
957,7978,150000000,0,Horror,History,Drama,Thriller,N/A,2010-02-10,102
958,23631,20000000,44093316,Action,Comedy,Thriller,N/A,N/A,2010-09-01,105
959,49797,0,0,Thriller,Horror,N/A,N/A,N/A,2010-08-12,144
960,41216,80000000,140073390,Animation,Adventure,Family,Fantasy,N/A,2010-07-10,97
961,38358,1800000,69432527,Horror,Thriller,Mystery,N/A,N/A,2010-08-27,87
962,23437,35000000,115664037,Horror,Mystery,Thriller,N/A,N/A,2010-04-30,95
963,40662,0,6629178,Science Fiction,Crime,Action,Animation,Mystery,2010-07-27,75
964,22538,85000000,48000000,Action,Comedy,Romance,N/A,N/A,2010-08-12,112
965,51739,23000000,149480483,Fantasy,Animation,Family,N/A,N/A,2010-07-16,94
966,23023,48000000,112462508,Comedy,Family,Fantasy,N/A,N/A,2010-01-14,101
967,27581,100000000,170432927,Action,Comedy,Crime,N/A,N/A,2010-08-06,107
968,73861,0,1541,Crime,Horror,Thriller,N/A,N/A,2010-06-16,104
969,20533,47000000,10539000,Action,Western,Drama,Fantasy,Thriller,2010-06-18,81
970,89636,0,0,Action,Animation,Adventure,N/A,N/A,2010-11-11,30
971,25195,19000000,32686500,Romance,Comedy,N/A,N/A,N/A,2010-01-08,100
972,44264,38000000,252276927,Drama,Adventure,Western,N/A,N/A,2010-12-22,110
973,39691,85000000,112483764,Family,Adventure,Comedy,Fantasy,Action,2010-07-28,82
974,33602,0,0,Drama,History,N/A,N/A,N/A,2010-02-06,108
975,42684,10000000,66984888,Science Fiction,Adventure,Action,Thriller,N/A,2010-11-11,92
976,23169,16000000,56032889,Drama,Romance,N/A,N/A,N/A,2010-03-11,113
977,44048,100000000,167805466,Action,Thriller,N/A,N/A,N/A,2010-11-04,98
978,39514,58000000,199000000,Action,Adventure,Comedy,Crime,Thriller,2010-10-13,111
979,36865,0,0,Comedy,Science Fiction,Mystery,Animation,Drama,2010-02-05,162
980,40264,20000000,80547866,Horror,Comedy,N/A,N/A,N/A,2010-08-18,82
981,41283,24000000,23081726,Crime,Drama,Action,Thriller,N/A,2010-11-23,98
982,44115,18000000,35692920,Adventure,Drama,Thriller,N/A,N/A,2010-11-12,94
983,37710,100000000,278731369,Action,Thriller,Romance,N/A,N/A,2010-12-08,103
984,19458,0,0,Family,TV Movie,Comedy,N/A,N/A,2010-02-13,89
985,37645,24000000,0,Drama,Crime,Thriller,N/A,N/A,2010-03-23,117
986,43949,14000000,1755212,Romance,Drama,N/A,N/A,N/A,2010-08-06,89
987,41733,65000000,211780824,Comedy,Drama,N/A,N/A,N/A,2010-11-04,95
